1 264 T(K)	P(Mpa)	rho(g/cm3)	D(cm2/s)	0.577124869	2.381951731	0.167727541	48.12771503	0.00801	0.497302	190.6	4.604
119	50	0.71693	0.00000265	Greiner, Schmid, JCP 94,1991							
119	100	0.73189	0.00000193	Greiner, Schmid, JCP 94,1991							
119	150	0.74487	0.00000137	Greiner, Schmid, JCP 94,1991							
119	200	0.75644	0.00000101	Greiner, Schmid, JCP 94,1991							
126	25	0.70183	0.00000425	Greiner, Schmid, JCP 94,1991							
126	50	0.71077	0.00000352	Greiner, Schmid, JCP 94,1991							
126	100	0.72635	0.00000252	Greiner, Schmid, JCP 94,1991							
126	150	0.73979	0.00000178	Greiner, Schmid, JCP 94,1991							
126	200	0.75171	0.00000134	Greiner, Schmid, JCP 94,1991							
135	25	0.69342	0.00000598	Greiner, Schmid, JCP 94,1991							
135	50	0.70292	0.000005	Greiner, Schmid, JCP 94,1991							
135	100	0.71932	0.00000364	Greiner, Schmid, JCP 94,1991							
135	150	0.73335	0.0000027	Greiner, Schmid, JCP 94,1991							
135	200	0.74571	0.000002	Greiner, Schmid, JCP 94,1991							
144	25	0.68506	0.00000752	Greiner, Schmid, JCP 94,1991							
144	50	0.69514	0.0000066	Greiner, Schmid, JCP 94,1991							
144	100	0.71239	0.00000484	Greiner, Schmid, JCP 94,1991							
144	150	0.72701	0.00000367	Greiner, Schmid, JCP 94,1991							
144	200	0.73982	0.00000275	Greiner, Schmid, JCP 94,1991							
154	25	0.67581	0.0000102	Greiner, Schmid, JCP 94,1991							
154	50	0.68658	0.00000878	Greiner, Schmid, JCP 94,1991							
154	100	0.70479	0.0000066	Greiner, Schmid, JCP 94,1991							
154	150	0.72008	0.00000499	Greiner, Schmid, JCP 94,1991							
154	200	0.73339	0.00000394	Greiner, Schmid, JCP 94,1991							
165	25	0.66567	0.00001336	Greiner, Schmid, JCP 94,1991							
165	50	0.67724	0.000011133	Greiner, Schmid, JCP 94,1991							
165	100	0.69656	0.0000081	Greiner, Schmid, JCP 94,1991							
165	150	0.71259	0.00000663	Greiner, Schmid, JCP 94,1991							
165	200	0.72645	0.00000517	Greiner, Schmid, JCP 94,1991							
185	25	0.64728	0.00002	Greiner, Schmid, JCP 94,1991							
185	50	0.66046	0.00001719	Greiner, Schmid, JCP 94,1991							
185	100	0.68191	0.00001304	Greiner, Schmid, JCP 94,1991							
185	150	0.69933	0.00001044	Greiner, Schmid, JCP 94,1991							
185	200	0.71419	0.00000849	Greiner, Schmid, JCP 94,1991							
203	25	0.63071	0.0000279	Greiner, Schmid, JCP 94,1991							
203	50	0.64553	0.0000237	Greiner, Schmid, JCP 94,1991							
203	100	0.66904	0.00001821	Greiner, Schmid, JCP 94,1991							
203	150	0.68775	0.00001452	Greiner, Schmid, JCP 94,1991							
203	200	0.70352	0.00001186	Greiner, Schmid, JCP 94,1991							
221	25	0.61404	0.00003677	Greiner, Schmid, JCP 94,1991							
221	50	0.63073	0.00003103	Greiner, Schmid, JCP 94,1991							
221	100	0.65646	0.00002389	Greiner, Schmid, JCP 94,1991							
221	150	0.6765	0.00001924	Greiner, Schmid, JCP 94,1991							
221	200	0.69319	0.00001585	Greiner, Schmid, JCP 94,1991							
243	25	0.59345	0.00005133	Greiner, Schmid, JCP 94,1991							
243	50	0.61277	0.00004315	Greiner, Schmid, JCP 94,1991							
243	100	0.64143	0.00003305	Greiner, Schmid, JCP 94,1991							
243	150	0.66316	0.00002687	Greiner, Schmid, JCP 94,1991							
243	200	0.68098	0.00002232	Greiner, Schmid, JCP 94,1991							
273	25	0.56475	0.00007329	Greiner, Schmid, JCP 94,1991							
273	50	0.58843	0.00006106	Greiner, Schmid, JCP 94,1991							
273	100	0.6215	0.00004644	Greiner, Schmid, JCP 94,1991							
273	150	0.64563	0.00003769	Greiner, Schmid, JCP 94,1991							
294	25	0.54411	0.00009095	Greiner, Schmid, JCP 94,1991							
294	50	0.57146	0.00007036	Greiner, Schmid, JCP 94,1991							
294	100	0.60792	0.0000565	Greiner, Schmid, JCP 94,1991							
294	150	0.63379	0.00004575	Greiner, Schmid, JCP 94,1991							
323	25	0.51468	0.0001231	Greiner, Schmid, JCP 94,1991							
323	50	0.54811	0.00009992	Greiner, Schmid, JCP 94,1991							
323	100	0.58964	0.00007411	Greiner, Schmid, JCP 94,1991							
323	150	0.61797	0.00006078	Greiner, Schmid, JCP 94,1991							
323	200	0.64	0.00005121	Greiner, Schmid, JCP 94,1991							
353	25	0.48296	0.0001571	Greiner, Schmid, JCP 94,1991							
353	50	0.52409	0.0001229	Greiner, Schmid, JCP 94,1991							
353	100	0.57131	0.00009069	Greiner, Schmid, JCP 94,1991							
353	150	0.60224	0.00007373	Greiner, Schmid, JCP 94,1991							
353	200	0.62586	0.00006107	Greiner, Schmid, JCP 94,1991							
397	25	0.43411	0.0002217	Greiner, Schmid, JCP 94,1991							
397	50	0.48931	0.0001661	Greiner, Schmid, JCP 94,1991							
397	100	0.54547	0.0001191	Greiner, Schmid, JCP 94,1991							
397	150	0.58026	0.00009563	Greiner, Schmid, JCP 94,1991							
397	200	0.60616	0.00008008	Greiner, Schmid, JCP 94,1991							
453	25	0.36961	0.000329	Greiner, Schmid, JCP 94,1991							
453	50	0.44645	0.000228	Greiner, Schmid, JCP 94,1991							
453	100	0.51445	0.0001597	Greiner, Schmid, JCP 94,1991							
453	150	0.55405	0.0001267	Greiner, Schmid, JCP 94,1991							
453	200	0.58275	0.0001063	Greiner, Schmid, JCP 94,1991							
135	3.8324E-05	0.68271	0.0000073	Greiner, Schmid, JCP 94,1991							
139	6.8401E-05	0.67866	0.0000082	Greiner, Schmid, JCP 94,1991							
149	0.00025006	0.6685	0.0000108	Greiner, Schmid, JCP 94,1991							
163	0.001138925	0.6542	0.0000163	Greiner, Schmid, JCP 94,1991							
188	0.009111493	0.62824	0.0000273	Greiner, Schmid, JCP 94,1991							
208	0.03210425	0.6068	0.0000379	Greiner, Schmid, JCP 94,1991							
228	0.088247024	0.58443	0.0000544	Greiner, Schmid, JCP 94,1991							
5 18 T(K)	P(Mpa)	r(g/cm3)	D(cm2/s)	0.416274694	1.060677328	0.026336582	52.67316302	0.5181	0.7409	425.2	3.797
293	0.1	0.575	0.000068	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
293	10	0.585	0.000062	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
293	50	0.63	0.000045	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
293	100	0.67	0.00004	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
293	150	0.685	0.00003	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
293	200	0.7	0.000021	Vardag et al, Ber. Bunsenges. Phys.Chem. 94, 336-342, 1990							
177	50	0.7215	0.0000095	Bachl, F, Ludemann, HD							
177	100	0.7409	0.000006	Bachl, F, Ludemann, HD							
203	50	0.7009	0.000017	Bachl, F, Ludemann, HD							
203	100	0.7228	0.000013	Bachl, F, Ludemann, HD							
235	50	0.6761	0.000028	Bachl, F, Ludemann, HD							
235	100	0.7013	0.000020	Bachl, F, Ludemann, HD							
293	50	0.6323	0.000048	Bachl, F, Ludemann, HD							
293	100	0.6644	0.000037	Bachl, F, Ludemann, HD							
361	50	0.5824	0.000080	Bachl, F, Ludemann, HD							
361	100	0.6241	0.000068	Bachl, F, Ludemann, HD							
451	50	0.5181	0.000135	Bachl, F, Ludemann, HD							
451	100	0.5749	0.000098	Bachl, F, Ludemann, HD							
11 63 T(K)	P(Mpa)	r(g/cm3)	D(cm2/s)	0.439791092	0.656582578	0.033200531	130.7436919	0.613996875	0.818921025	507.4	3.012
303.3	30	0.6792	0.000034	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
303.3	40	0.6869	0.000032	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
303.3	50	0.6940	0.000028	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
333.1	30	0.6572	0.000045	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
333.1	40	0.6661	0.000042	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
333.1	50	0.6741	0.000041	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274?							
223.15	0.1	0.7193	0.0000132	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
223.15	48.7	0.7453	0.0000088	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
223.15	51.4	0.7466	0.0000086	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
223.15	100.7	0.7662	0.0000061	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
223.15	150.4	0.7820	0.0000043	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	0.1	0.6983	0.0000208	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	25.8	0.7155	0.0000168	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	55.7	0.7320	0.0000137	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	100.8	0.7519	0.0000102	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	154.4	0.7707	0.0000076	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
248.15	197.5	0.7832	0.0000059	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	0.1	0.6770	0.0000296	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	25	0.6966	0.0000247	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	25.2	0.6967	0.0000249	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	99.8	0.7374	0.0000151	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	152.3	0.7577	0.0000114	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	198.7	0.7725	0.0000091	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	248.6	0.7863	0.0000071	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	249.5	0.7866	0.000007	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	302.8	0.7995	0.0000056	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	344	0.8087	0.0000047	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
273.15	393.8	0.8189	0.0000038	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	0.1	0.6548	0.000041825	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	27.6	0.6798	0.0000332	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	50	0.6957	0.0000285	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	101.4	0.7236	0.0000208	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	105.3	0.7254	0.0000205	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	153	0.7450	0.0000166	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	200.1	0.7613	0.0000132	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	249.5	0.7760	0.0000107	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	290.8	0.7870	0.0000089	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	295.8	0.7883	0.0000089	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	299.1	0.7891	0.0000086	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	353.5	0.8019	0.000007	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	0.1	0.6140	0.0000597	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	21.9	0.6473	0.0000485	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	42	0.6652	0.000041	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	69.8	0.6846	0.0000356	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	99.1	0.7011	0.0000309	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	99.3	0.7012	0.0000302	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	148.3	0.7238	0.0000243	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	203.9	0.7448	0.0000191	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	249	0.7595	0.0000162	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	296.2	0.7732	0.0000135	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	347.6	0.7863	0.0000114	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
333.15	392.4	0.7964	0.0000096	KR Harris, J.Chem.Soc.Faraday Transacations 1, 1982, 2265-2274							
298.15	0.1	0.6548	0.0000423	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	10	0.6654	0.0000387	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	20	0.6747	0.0000352	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	30	0.6830	0.0000326	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	40	0.6905	0.0000301	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	50	0.6974	0.000028	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
318.15	0.1	0.6361	0.0000545	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
308.15	0.1	0.6455	0.0000473	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.15	0.1	0.6548	0.0000423	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
283.15	0.1	0.6684	0.0000376	Marbach, W. and H.G. Hertz,  Zeitschridt fur Physilalische Chemie, 193 19-90 (1996)							
298.2	0.1	0.655	0.0000421	Dullien et al, AIChE Journal, 1972							
17 26 T(K)	P(Mpa)	r(g/cm3)	D(cm2/s)	0.320470109	0.690634833	0.036549708	0.036549708	0.613074	0.778318	540.3	2.736
194.7	0.1	0.7644	0.00000415	Dullien et al, AIChE Journal, 1972							
250.3	0.1	0.7195	0.0000152	Dullien et al, AIChE Journal, 1972							
273.2	0.1	0.7004	0.0000208	Dullien et al, AIChE Journal, 1972							
298.2	0.1	0.6795	0.0000312	Dullien et al, AIChE Journal, 1972							
305.7	0.1	0.673	0.0000322	Dullien et al, AIChE Journal, 1972							
329.7	0.1	0.6517	0.0000421	Dullien et al, AIChE Journal, 1972							
353.4	0.1	0.631	0.0000576	Dullien et al, AIChE Journal, 1972							
369	0.1	0.6167	0.0000656	Dullien et al, AIChE Journal, 1972							
193.15	0.1	0.763831	3.85E-06	Ertl and Dullien
210.15	0.1	0.751263	6.23E-06	Ertl and Dullien
221.15	0.1	0.742995	8.22E-06	Ertl and Dullien
240.65	0.1	0.728057	1.26E-05	Ertl and Dullien
261.15	0.1	0.711927	1.89E-05	Ertl and Dullien
289.15	0.1	0.689095	2.62E-05	Ertl and Dullien
297.15	0.1	0.682381	3.07E-05	Ertl and Dullien
299.15	0.1	0.680688	3.26E-05	Ertl and Dullien
305.15	0.1	0.675574	3.44E-05	Ertl and Dullien
308.15	0.1	0.672996	3.54E-05	Ertl and Dullien
315.65	0.1	0.666490	3.89E-05	Ertl and Dullien
318.15	0.1	0.664301	4.11E-05	Ertl and Dullien
328.15	0.1	0.655437	4.50E-05	Ertl and Dullien
337.15	0.1	0.647305	4.88E-05	Ertl and Dullien
348.15	0.1	0.637151	5.39E-05	Ertl and Dullien
355.65	0.1	0.630081	5.86E-05	Ertl and Dullien
360.65	0.1	0.625298	6.15E-05	Ertl and Dullien
373.15	0.1	0.613074	7.04E-05	Ertl and Dullien						
27 50 T(K)	P(Mpa)	r(g/cm3)	D(cm2/s)	0.436181435	0.612078059	0.040225261	145.1327434	0.657698065	0.833849186	568.8	2.486	114.229
303.3	30	0.71859	0.000019	Helbaek et al, J.Chem.Eng.Data, 1996								
303.3	40	0.72531	0.0000175	Helbaek et al, J.Chem.Eng.Data, 1996								
303.3	50	0.73153	0.0000167	Helbaek et al, J.Chem.Eng.Data, 1996								
333.1	30	0.69866	0.000028	Helbaek et al, J.Chem.Eng.Data, 1996								
333.1	40	0.70632	0.000026	Helbaek et al, J.Chem.Eng.Data, 1996								
333.1	50	0.71332	0.000024	Helbaek et al, J.Chem.Eng.Data, 1996								
248.11	0.1	0.737770458	0.00000978	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.25	0.1	0.737818111	0.00000985	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.15	27.8	0.753688308	0.00000758	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.14	50.2	0.764636187	0.00000644	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.13	76.4	0.775854106	0.00000509	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.23	99.7	0.784917199	0.00000424	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
248.1	124.4	0.793422241	0.00000327	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
272.98	0.1	0.718240694	0.0000168	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.43	0.1	0.717789368	0.0000168	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.09	25	0.73459164	0.0000133	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.08	50.1	0.748012573	0.00001088	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.07	75.3	0.759854986	0.00000896	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.07	99.8	0.76999663	0.00000748	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
273.09	147.5	0.78724328	0.00000537	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
272.94	150.5	0.788221087	0.00000519	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
287.67	0.1	0.706731424	0.00002086	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
298.15	0.1	0.698477437	0.00002383	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
298.15	0.1	0.698477437	0.00002336	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
298.15	0.1	0.698477437	0.0000233	Harris, K. R., Alexander, J. J., Goscinska, T., Malhotra, R., Woolf, L. A., & Dymond, J. H. (1993). Temperature and density dependence of the selfdiffusion coefficients of liquid n-octane and toluene. Molecular Physics, 78(1), 235-248.
